Сливочный продукт Promilker 33% 1л Эстония±12.58±12.58±руб./л.±http://p24.by/goods/produkty/moloko/moloko-slivki/slivochnyy-produkt-ultrapast-promilker-33--1l-estoniya~4740036008620/
Молоко сухое козье цельное 26-41% жирности 300г Беларусь±12.16±40.53±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/moloko-suhoe-koze-celnoe-26-41-zhirnosti-300g-belarus~4810263030135/
Крем сливочный 33% 1кг Россия±8.90±8.90±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-33-1kg-rossiya~4607161624593/
Взбитый крем 250г Клубника Россия±6.24±24.96±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/vzbityy-krem-250g-klubnika-rossiya~4001431937367/
Крем сливочный АЛЬПЕНГУРТ Шоколадные мечты 24% 250г взбитый ультрапаст. с какао Германия±6.24±24.96±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-alpengurt-shokoladnye-mechty-24-250g-vzbityy-ultrapast-s-kakao-germaniya~4003490041443/
Взбитый крем Schlag sahne 250г Германия±5.99±23.96±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/vzbityy-krem-schlag-sahne-250g-germaniya~4001431937299/
Молоко сухое цельное Беллакт Экстра 26% 400г Беларусь±5.28±13.20±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/moloko-suhoe-celnoe-bellakt-ekstra-26-400g-belarus~4810263023786/
Крем сливочный 33% 500г Россия±4.82±9.64±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-33-500g-rossiya~4607161622612/
Коктейль молочный ЧУДО 5% 950г для взбивания Клубника Россия±4.65±4.89±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/kokteyl-molochnyy-chudo-5-950g-dlya-vzbivaniya-klubnika-rossiya~4690228006883/
Коктейль молочный ЧУДО 5% 950г для взбивания Ваниль Россия±4.65±4.89±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/kokteyl-molochnyy-chudo-5-950g-dlya-vzbivaniya-vanil-rossiya~4690228006876/
Сливки 22% 500мл Россия±3.80±7.60±руб./л.±http://p24.by/goods/produkty/moloko/moloko-slivki/slivki-prostokvashino-22-500ml-rossiya~4607161622605/
Молоко V-FIT 250мл из коричневого риса  без сахара Тайланд±3.63±14.52±руб./л.±http://p24.by/goods/produkty/moloko/moloko-slivki/moloko-v-fit-250g-iz-korichnevogo-risa-bez-sahara-tayland~8850813400908/
Продукт молочный сгущённый с сахаром Сгущенка 7 3.5% 720г ПЭТ Беларусь±2.99±4.15±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/produkt-molochnyy-sguschennyy-s-saharom-sguschenka-7-35-720g-pet-belarus~4813047000584/
Сливки сгущенные с сахаром 19% 360г Рогачевский МКК Беларусь±2.89±8.03±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/slivki-sguschennye-s-saharom-19-360g-rogachevskiy-mkk-belarus~4810065006345/
Сливки сгущенные с сахаром 19% 300г дойпак Глубокский мол. комб Беларусь±2.75±9.17±руб./кг.±http://p24.by/goods/produkty/moloko/moloko-slivki/slivki-sguschennye-s-saharom-19-300g-doypak-glubokskiy-mol-komb-belarus~4810108003027/
