12.58±12.58±руб./л.±Сливочный продукт Promilker 33% 1л Эстония±http://p24.by/goods/produkty/moloko/moloko-slivki/slivochnyy-produkt-ultrapast-promilker-33--1l-estoniya~4740036008620/±2018-07-12 03:20:57.641379
12.16±40.53±руб./кг.±Молоко сухое козье цельное 26-41% жирности 300г Беларусь±http://p24.by/goods/produkty/moloko/moloko-slivki/moloko-suhoe-koze-celnoe-26-41-zhirnosti-300g-belarus~4810263030135/±2018-07-12 03:20:57.642055
8.90±8.90±руб./кг.±Крем сливочный 33% 1кг Россия±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-33-1kg-rossiya~4607161624593/±2018-07-12 03:20:57.642689
7.65±7.65±руб./кг.±Крем сливочный 33% 1кг ТБА ультрапастеризованный Беларусь±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-33-1kg-tba-ultrapasterizovannyy-belarus~4810093012189/±2018-07-12 03:20:57.643326
6.24±24.96±руб./кг.±Взбитый крем 250г Клубника Россия±http://p24.by/goods/produkty/moloko/moloko-slivki/vzbityy-krem-250g-klubnika-rossiya~4001431937367/±2018-07-12 03:20:57.643956
6.24±24.96±руб./кг.±Крем сливочный АЛЬПЕНГУРТ Шоколадные мечты 24% 250г взбитый ультрапаст. с какао Германия±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-alpengurt-shokoladnye-mechty-24-250g-vzbityy-ultrapast-s-kakao-germaniya~4003490041443/±2018-07-12 03:20:57.644638
5.99±23.96±руб./кг.±Взбитый крем Schlag sahne 250г Германия±http://p24.by/goods/produkty/moloko/moloko-slivki/vzbityy-krem-schlag-sahne-250g-germaniya~4001431937299/±2018-07-12 03:20:57.645270
5.28±13.20±руб./кг.±Молоко сухое цельное Беллакт Экстра 26% 400г Беларусь±http://p24.by/goods/produkty/moloko/moloko-slivki/moloko-suhoe-celnoe-bellakt-ekstra-26-400g-belarus~4810263023786/±2018-07-12 03:20:57.645899
4.82±9.64±руб./кг.±Крем сливочный 33% 500г Россия±http://p24.by/goods/produkty/moloko/moloko-slivki/krem-slivochnyy-33-500g-rossiya~4607161622612/±2018-07-12 03:20:57.646573
4.65±4.89±руб./кг.±Коктейль молочный ЧУДО 5% 950г для взбивания Клубника Россия±http://p24.by/goods/produkty/moloko/moloko-slivki/kokteyl-molochnyy-chudo-5-950g-dlya-vzbivaniya-klubnika-rossiya~4690228006883/±2018-07-12 03:20:57.647223
4.65±4.89±руб./кг.±Коктейль молочный ЧУДО 5% 950г для взбивания Ваниль Россия±http://p24.by/goods/produkty/moloko/moloko-slivki/kokteyl-molochnyy-chudo-5-950g-dlya-vzbivaniya-vanil-rossiya~4690228006876/±2018-07-12 03:20:57.647852
3.80±7.60±руб./л.±Сливки 22% 500мл Россия±http://p24.by/goods/produkty/moloko/moloko-slivki/slivki-prostokvashino-22-500ml-rossiya~4607161622605/±2018-07-12 03:20:57.648483
